99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
55	55	55	55	99	55	99	99	99	99	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	7	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	7	99	99	99	55
4	99	4	99	99	99	99	99	99	99	99
99	55	55	55	99	55	99	99	99	99	55
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
2	1	2	55	5	5	8	8	9	10	99
99	99	99	99	99	99	99	99	99	99	99
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
3	55	55	55	99	55	99	99	99	99	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	6	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
3	55	55	55	99	99	99	99	99	99	55
99	99	99	99	99	99	99	99	99	99	99
3	55	55	55	99	99	99	99	99	99	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	6	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
1	1	99	55	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
